County Code,District Code,Subgroup ID,Test Id,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Students with Scores,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met
10,75598,204,2,2484.3,3822.0,3822.0,546.0,546.0,546.0,48.0,112.0,160.0,162.0,224.0
10,75598,206,1,2611.5,301.0,301.0,12.0,11.0,11.0,2.0,6.0,8.0,2.0,1.0
10,75598,206,2,2567.1,301.0,301.0,12.0,11.0,11.0,0.0,4.0,4.0,3.0,4.0
20,75606,204,2,2428.3,392.0,392.0,12.0,12.0,12.0,0.0,0.0,0.0,4.0,8.0
20,75606,206,1,2498.75,784.0,784.0,110.0,103.0,103.0,9.0,38.0,47.0,22.0,34.0
20,75606,206,2,2496.366666666667,784.0,784.0,110.0,103.0,103.0,11.0,23.0,34.0,33.0,36.0
20,75606,204,1,2456.0,392.0,392.0,12.0,12.0,12.0,0.0,4.0,4.0,1.0,7.0
20,75606,224,1,2575.9,174.0,174.0,15.0,13.0,13.0,4.0,2.0,6.0,3.0,4.0
20,75606,224,2,2487.2,174.0,174.0,15.0,13.0,13.0,1.0,1.0,2.0,1.0,10.0
20,75606,226,1,2533.0428571428565,1036.0,1029.0,165.0,148.0,147.0,34.0,59.0,94.0,32.0,22.0
20,75606,226,2,2510.785714285714,1008.0,1008.0,165.0,144.0,144.0,17.0,33.0,50.0,48.0,46.0
37,75614,226,2,2516.2571428571428,3346.0,3346.0,513.0,478.0,478.0,63.0,125.0,188.0,180.0,110.0
37,75614,221,1,2488.1,525.0,525.0,43.0,42.0,42.0,2.0,11.0,13.0,15.0,14.0
37,75614,226,1,2539.6142857142854,3332.0,3332.0,513.0,476.0,476.0,124.0,174.0,298.0,95.0,83.0
37,75614,206,2,2470.9714285714285,1204.0,1204.0,183.0,172.0,172.0,10.0,35.0,45.0,58.0,69.0
37,75614,206,1,2493.5857142857144,1204.0,1204.0,184.0,172.0,172.0,24.0,48.0,72.0,45.0,55.0
37,75614,204,2,2441.0571428571425,6454.0,6454.0,938.0,922.0,922.0,24.0,88.0,112.0,248.0,562.0
37,75614,204,1,2459.1,6342.0,6342.0,938.0,906.0,906.0,56.0,176.0,232.0,233.0,441.0
37,75614,201,1,2428.6142857142854,742.0,735.0,110.0,106.0,105.0,3.0,14.0,17.0,24.0,65.0
37,75614,224,2,2486.0,1813.0,1813.0,269.0,259.0,259.0,19.0,44.0,63.0,103.0,93.0
37,75614,224,1,2509.871428571429,1785.0,1785.0,269.0,255.0,255.0,35.0,76.0,111.0,83.0,61.0
37,75614,201,2,2427.9857142857145,735.0,735.0,110.0,105.0,105.0,1.0,4.0,5.0,30.0,70.0
37,75614,221,2,2451.5333333333333,525.0,525.0,43.0,42.0,42.0,0.0,4.0,4.0,13.0,25.0
15,75630,206,2,2452.0249999999996,438.0,438.0,65.0,64.0,64.0,3.0,14.0,17.0,27.0,20.0
15,75630,204,1,2429.45,396.0,396.0,60.0,59.0,59.0,4.0,11.0,15.0,17.0,27.0
15,75630,204,2,2441.825,396.0,396.0,60.0,59.0,59.0,1.0,11.0,12.0,25.0,22.0
15,75630,206,1,2422.2,438.0,438.0,65.0,64.0,64.0,3.0,10.0,13.0,19.0,32.0
15,75630,226,2,2484.75,522.0,522.0,70.0,70.0,70.0,14.0,18.0,32.0,25.0,13.0
15,75630,226,1,2472.0,522.0,522.0,70.0,70.0,70.0,15.0,13.0,28.0,21.0,21.0
19,75663,222,1,2649.2000000000003,144.0,144.0,33.0,33.0,33.0,18.0,11.0,29.0,3.0,1.0
19,75663,222,2,2673.0,144.0,144.0,33.0,33.0,33.0,23.0,5.0,28.0,4.0,1.0
