School Name,School Name [Public School] 201617,Agency Name,Agency ID,County Number,American Indian/Alaska Native,Asian or Asian/Pacific Islander,Hispanic,Black,White,Hawaiian Nat./Pacific Isl.,Two or More Races,FullTime Equivalent (FTE) Teachers,Pupil/Teacher Ratio ,Total Students All Grades (Includes AE)
WESCOVE ELEMENTARY,Wescove Elementary,West Covina Unified,642000,6037,,43,216,8,9,4,2,13,21.69,282
WESLEY GAINES,Wesley Gaines,Paramount Unified,629850,6037,,2,398,26,1,,5,18,24,432
WESM HEALTH/SPORTS MEDICINE,WESM Health/Sports Medicine,Los Angeles Unified,622710,6037,6,14,212,740,42,1,22,48.96,21.18,1037
WEST ADAMS PREPARATORY HIGH,West Adams Preparatory High,Los Angeles Unified,622710,6037,2,13,1382,90,17,,10,78.01,19.41,1514
WEST ATHENS ELEMENTARY,West Athens Elementary,Los Angeles Unified,622710,6037,1,,505,213,10,2,2,30,24.43,733
WEST BORON ELEMENTARY,West Boron Elementary,Muroc Joint Unified,626490,6029,5,1,90,26,167,1,21,14,22.21,311
WEST CAMPUS,West Campus,Sacramento City Unified,633840,6067,1,283,303,44,158,6,62,33.25,25.77,857
WEST COTTONWOOD JUNIOR HIGH,West Cottonwood Junior High,Cottonwood Union Elementary,609990,6089,20,11,53,1,294,2,7,18,21.56,388
WEST COVINA HIGH,West Covina High,West Covina Unified,642000,6037,7,366,1685,81,131,4,12,93,24.58,2286
WEST CREEK ACADEMY,West Creek Academy,Saugus Union,635970,6037,3,350,164,41,371,3,31,36,26.75,963
WEST CREEK ELEMENTARY,West Creek Elementary,Adelanto Elementary,601710,6071,,4,209,100,37,2,25,13,29,377
WEST FRESNO ELEMENTARY,West Fresno Elementary,Washington Unified,601415,6019,1,78,585,65,17,,14,33,23.03,760
WEST FRESNO MIDDLE,West Fresno Middle,Washington Unified,601415,6019,,46,305,29,7,,2,18.35,21.2,389
WEST HERITAGE ELEMENTARY,West Heritage Elementary,Etiwanda Elementary,612960,6071,1,71,393,85,80,2,38,29.2,22.95,670
WEST HIGH,West High,Kern High,619540,6029,12,57,1368,269,269,5,78,81.79,25.16,2058
WEST HIGH,West High,Torrance Unified,639420,6037,4,859,417,76,496,5,193,82.48,24.85,2050
WEST HILLS HIGH,West Hills High,Grossmont Union High,616230,6073,9,58,476,21,1089,7,166,70.22,26,1826
WEST HILLS JUVENILE HALL COURT,West Hills Juvenile Hall Court,Mendocino County Office of Education,691019,6045,3,0,8,1,3,0,0,2,7.5,15
WEST HILLSBOROUGH,West Hillsborough,Hillsborough City Elementary,617190,6081,,135,12,,180,1,53,18,21.17,381
WEST HOLLYWOOD ELEMENTARY,West Hollywood Elementary,Los Angeles Unified,622710,6037,2,17,57,28,250,,34,16,24.25,388
WEST HOLLYWOOD OPPORTUNITY,West Hollywood Opportunity,Los Angeles Unified,622710,6037,0,1,40,25,1,0,2,5,13.8,69
WEST MARIN ELEMENTARY,West Marin Elementary,Shoreline Unified,636670,6041,1,2,69,,60,2,1,7.98,16.92,135
WEST OAKLAND MIDDLE,West Oakland Middle,Oakland Unified,628050,6001,,16,29,109,18,1,6,15.4,11.62,179
WEST ORANGE ELEMENTARY,West Orange Elementary,Orange Unified,628650,6059,0,17,346,6,38,1,11,16,26.19,419
WEST PALMS CONSERVATORY,West Palms Conservatory,Victor Elementary,641040,6071,9,12,470,64,113,1,24,26,26.65,693
WEST PARK CHARTER ACADEMY,West Park Charter Academy,West Park Elementary,642060,6019,4,0,207,10,34,0,7,12,21.83,262
WEST PARK ELEMENTARY,West Park Elementary,West Park Elementary,642060,6019,2,36,311,2,24,,1,19,19.79,376
WEST PARK ELEMENTARY,West Park Elementary,Napa Valley Unified,626640,6055,,4,160,1,147,2,13,14,23.36,327
WEST POINT ELEMENTARY,West Point Elementary,Calaveras Unified,606870,6009,7,,11,,62,,8,3.5,25.14,88
WEST PORTAL ELEMENTARY,West Portal Elementary,San Francisco Unified,634410,6075,,366,52,3,106,2,63,23.3,25.41,592
WEST PUTNAM ELEMENTARY,West Putnam Elementary,Porterville Unified,600064,6107,1,12,423,1,36,,14,19,25.63,487
WEST RANCH HIGH,West Ranch High,William S. Hart Union High,642510,6037,4,521,550,96,1099,1,120,96.1,24.88,2391
WEST RANDALL ELEMENTARY,West Randall Elementary,Fontana Unified,613920,6071,,1,466,13,4,,,19.58,24.72,484
WEST RIVERSIDE ELEMENTARY,West Riverside Elementary,Jurupa Unified,619260,6065,1,3,725,3,16,2,4,32,23.56,754
WEST SACRAMENTO SCHOOL FOR INDEPENDENT STUDY,West Sacramento School for Independent Study,Washington Unified,641580,6113,0,0,1,0,1,0,0,1,2,2
WEST SHORES HIGH,West Shores High,Coachella Valley Unified,609070,6025,2,1,419,4,28,,11,28.16,16.51,465
WEST SIDE ELEMENTARY,West Side Elementary,West Side Union Elementary,642270,6097,,,62,,110,,7,8,22.38,179
WEST SIDE ROP,West Side ROP,West Side ROP,600073,6029,0,0,0,0,0,0,0,,,0
WEST SIDE VALLEY HIGH (CONTINUATION),West Side Valley High (Continuation),NewmanCrows Landing Unified,627200,6099,0,0,17,1,1,0,1,1,20,20
WEST SONOMA COUNTY CONSORTIUM,West Sonoma County Consortium,West Sonoma County Union High,602670,6097,2,0,14,0,23,0,0,4,9.75,39
WEST STREET ELEMENTARY,West Street Elementary,Corning Union Elementary,609780,6103,14,4,194,5,105,,5,15,21.8,327
WEST VALLEY ELEMENTARY,West Valley Elementary,Cupertino Union,610290,6085,1,355,22,2,172,1,38,25.5,23.18,591
WEST VALLEY HIGH,West Valley High,Anderson Union High,602700,6089,34,15,133,4,688,3,33,34.3,26.53,910
WEST VALLEY HIGH,West Valley High,Hemet Unified,616920,6065,10,68,1074,168,383,10,57,78.3,22.61,1770
WEST VERNON AVENUE ELEMENTARY,West Vernon Avenue Elementary,Los Angeles Unified,622710,6037,2,,713,40,11,,3,31,24.81,769
WEST WHITTIER ELEMENTARY,West Whittier Elementary,Whittier City Elementary,642450,6037,,2,344,1,2,,9,17,21.06,358
WEST WIND ELEMENTARY,West Wind Elementary,Lancaster Elementary,620880,6037,2,27,387,146,199,2,25,29,27.17,788
WESTBOROUGH MIDDLE,Westborough Middle,South San Francisco Unified,637530,6081,2,392,147,13,41,13,58,29.2,22.81,666
WESTCHESTER SECONDARY CHARTER,Westchester Secondary Charter,Los Angeles County Office of Education,691078,6037,2,2,44,139,15,,11,12.5,17.04,213
WESTERN AVENUE ELEMENTARY,Western Avenue Elementary,Los Angeles Unified,622710,6037,,,393,156,5,,3,24,23.21,557
WESTERN CENTER ACADEMY,Western Center Academy,Hemet Unified,616920,6065,6,41,243,18,278,1,31,22.7,27.22,618
WESTERN HIGH,Western High,Anaheim Union High,602630,6059,18,314,1425,70,203,16,58,79.06,26.61,2104
WESTERN SIERRA COLLEGIATE ACADEMY,Western Sierra Collegiate Academy,Rocklin Unified,600013,6061,3,127,99,12,436,2,76,37.13,20.33,755
WESTFIELD ELEMENTARY,Westfield Elementary,Porterville Unified,600064,6107,6,39,477,3,141,,25,26.2,26.37,691
WESTFIELD VILLAGE ELEMENTARY,Westfield Village Elementary,Washington Unified,641580,6113,6,45,257,32,70,1,14,18.5,22.97,425
WESTLAKE CHARTER,Westlake Charter,Natomas Unified,600036,6067,4,241,244,100,224,3,102,46,19.96,918
WESTLAKE ELEMENTARY,Westlake Elementary,Jefferson Elementary,618870,6081,2,231,92,5,67,3,15,17.5,23.71,415
WESTLAKE ELEMENTARY,Westlake Elementary,Santa Cruz City Elementary,635590,6087,3,54,114,6,351,2,39,22.16,25.68,569
WESTLAKE ELEMENTARY,Westlake Elementary,Conejo Valley Unified,609640,6111,1,49,76,7,377,1,32,23,23.61,543
WESTLAKE HIGH,Westlake High,Conejo Valley Unified,609640,6111,8,345,509,54,1293,4,107,89.61,25.89,2320
WESTLAKE HILLS ELEMENTARY,Westlake Hills Elementary,Conejo Valley Unified,609640,6111,,43,86,13,310,1,39,20,24.6,492
WESTLAKE MIDDLE,Westlake Middle,Oakland Unified,628050,6001,1,69,95,192,12,2,12,26.86,14.26,383
WESTMINSTER AVENUE ELEMENTARY,Westminster Avenue Elementary,Los Angeles Unified,622710,6037,2,7,268,57,47,,2,20,19.15,383
WESTMINSTER HIGH,Westminster High,Huntington Beach Union High,618060,6059,16,1181,1336,23,131,21,47,105.32,26.16,2755
WESTMONT ELEMENTARY,Westmont Elementary,Ocean View,628140,6059,3,39,195,3,51,2,12,13,23.46,305
WESTMONT ELEMENTARY,Westmont Elementary,Anaheim Elementary,602610,6059,2,49,635,20,44,3,20,28.55,27.08,773
WESTMONT ELEMENTARY,Westmont Elementary,Pomona Unified,631320,6037,,3,321,14,18,,1,14,25.5,357
WESTMONT HIGH,Westmont High,Campbell Union High,607230,6085,14,318,468,44,668,10,47,67.5,23.24,1569
WESTMOOR HIGH,Westmoor High,Jefferson Union High,618930,6081,3,1108,313,12,86,5,71,69.34,23.05,1598
WESTMORE OAKS ELEMENTARY,Westmore Oaks Elementary,Washington Unified,641580,6113,11,49,371,63,236,10,34,35.3,21.93,774
WESTMORLAND ELEMENTARY,Westmorland Elementary,Westmorland Union Elementary,642180,6025,,,363,,17,,,20,19,380
WESTON ELEMENTARY,Weston Elementary,Ripon Unified,632880,6077,,27,130,1,282,1,6,17.41,25.67,447
WESTON RANCH HIGH,Weston Ranch High,Manteca Unified,623610,6077,2,275,570,265,69,9,19,60.68,19.92,1209
WESTPARK ELEMENTARY,Westpark Elementary,Southern Kern Unified,637620,6029,7,22,469,67,305,4,14,34,26.12,888
WESTPARK ELEMENTARY,Westpark Elementary,Irvine Unified,684500,6059,1,447,76,12,211,1,96,31.35,26.92,844
WESTPORT ELEMENTARY,Westport Elementary,Ceres Unified,608130,6099,,5,386,2,44,1,1,18,24.39,439
WESTPORT HEIGHTS ELEMENTARY,Westport Heights Elementary,Los Angeles Unified,622710,6037,,31,116,137,22,3,20,16,20.56,329
WESTSIDE COMMUNITY DAY MIDDLE HIGH,Westside Community Day Middle High,Dos Palos Oro Loma Joint Unified,600033,6047,0,0,2,0,2,0,0,1,4,4
WESTSIDE ELEMENTARY,Westside Elementary,Twin Rivers Unified,601332,6067,4,30,120,12,234,1,17,14,29.86,418
WESTSIDE ELEMENTARY,Westside Elementary,Coachella Valley Unified,609070,6065,1,1,527,,10,,,27.1,19.89,539
WESTSIDE ELEMENTARY,Westside Elementary,Westside Elementary,642210,6019,,,219,,2,,,10,22.1,221
WESTSIDE GLOBAL AWARENESS MAGNET,Westside Global Awareness Magnet,Los Angeles Unified,622710,6037,2,6,226,97,36,3,18,20,19.4,388
WESTSIDE HIGH,Westside High,Dos Palos Oro Loma Joint Unified,600033,6047,0,0,25,2,11,0,0,5,7.6,38
WESTSIDE INNOVATIVE SCHOOL HOUSE,Westside Innovative School House,Los Angeles Unified,622710,6037,2,47,92,131,239,3,5,22.98,22.58,519
WESTSIDE INNOVATIVE SCHOOL HOUSE CHARTER MIDDLE,Westside Innovative School House Charter Middle,Los Angeles Unified,622710,6037,1,8,64,50,35,,3,6.63,24.28,161
WESTSIDE PARK ELEMENTARY,Westside Park Elementary,Adelanto Elementary,601710,6071,,2,306,192,28,4,47,21,27.57,579
WESTSIDE PREPARATORY CHARTER,Westside Preparatory Charter,Twin Rivers Unified,601332,6067,4,22,150,22,137,3,18,14,25.43,356
WESTSIDE UNION ELEMENTARY,Westside Union Elementary,Los Banos Unified,622740,6047,2,18,601,23,101,3,17,27,28.33,765
WESTVIEW HIGH,Westview High,Poway Unified,631530,6073,4,898,215,51,1040,11,133,88.03,26.72,2352
WESTWOOD CHARTER,Westwood Charter,Westwood Unified,642300,6035,8,2,31,,106,,14,10.75,14.98,161
WESTWOOD CHARTER ELEMENTARY,Westwood Charter Elementary,Los Angeles Unified,622710,6037,,146,77,15,539,3,75,35,24.43,855
WESTWOOD ELEMENTARY,Westwood Elementary,Mt. Diablo Unified,626370,6013,1,24,140,13,105,4,45,17,19.53,332
WESTWOOD ELEMENTARY,Westwood Elementary,Poway Unified,631530,6073,,162,142,21,392,,74,31,25.52,791
WESTWOOD ELEMENTARY,Westwood Elementary,Lodi Unified,622230,6077,6,206,219,69,18,12,32,24,23.42,562
WESTWOOD ELEMENTARY,Westwood Elementary,Santa Clara Unified,635430,6085,1,64,172,19,125,1,33,18.1,22.93,415
WESTWOOD HIGH,Westwood High,Westwood Unified,642300,6035,3,,18,1,68,,3,6.1,15.25,93
WHALE GULCH ELEMENTARY,Whale Gulch Elementary,Leggett Valley Unified,609665,6045,1,,5,1,28,,1,2.58,13.95,36
WHALE GULCH HIGH,Whale Gulch High,Leggett Valley Unified,609665,6045,1,0,1,0,9,0,0,2.42,4.55,11
WHALEY MIDDLE,Whaley Middle,Compton Unified,609620,6037,1,,592,57,3,5,1,25,26.36,659
WHEATLAND CHARTER ACADEMY,Wheatland Charter Academy,Wheatland,642330,6115,3,5,18,4,54,0,10,4.5,20.89,94
WHEATLAND COMMUNITY DAY HIGH,Wheatland Community Day High,Wheatland Union High,642350,6115,0,0,1,0,3,0,0,1,4,4
WHEATLAND ELEMENTARY,Wheatland Elementary,Wheatland,642330,6115,1,6,87,4,191,1,22,14,22.29,312
WHEATLAND UNION HIGH,Wheatland Union High,Wheatland Union High,642350,6115,9,21,221,25,361,2,95,31.2,23.53,734
WHITCOMB CONTINUATION HIGH,Whitcomb Continuation High,Glendora Unified,615270,6037,0,0,25,0,23,2,1,9.51,5.36,51
WHITE HILL MIDDLE,White Hill Middle,Ross Valley Elementary,600006,6041,1,30,63,7,636,2,50,41.51,19.01,789
WHITE OAK ELEMENTARY,White Oak Elementary,Las Virgenes Unified,621000,6037,22,36,40,4,319,,26,22.4,19.96,447
WHITE OAK ELEMENTARY,White Oak Elementary,Simi Valley Unified,636840,6111,,35,135,3,278,1,20,16.5,28.61,472
WHITE OAKS ELEMENTARY,White Oaks Elementary,San Carlos Elementary,634290,6081,,37,27,,196,,32,12.6,23.17,292
WHITE POINT ELEMENTARY,White Point Elementary,Los Angeles Unified,622710,6037,3,6,152,38,163,1,24,17,22.76,387
WHITE ROCK ELEMENTARY,White Rock Elementary,FolsomCordova Unified,613890,6067,2,31,214,54,117,12,46,20,23.8,476
WHITED ELEMENTARY CHARTER,Whited Elementary Charter,Rincon Valley Union Elementary,632640,6097,2,32,156,12,229,9,5,19,23.42,445
WHITEFORD (JUNE) SPECIAL EDUCATION PRESCHOOL,Whiteford (June) Special Education Preschool,Newark Unified,627060,6001,,,,,,,,,,
WHITETHORN ELEMENTARY,Whitethorn Elementary,Southern Humboldt Joint Unified,637590,6023,1,,5,,45,,5,3,18.67,56
WHITMAN CONTINUATION,Whitman Continuation,Los Angeles Unified,622710,6037,,8,51,4,2,,1,3,22,66
WHITMAN ELEMENTARY,Whitman Elementary,San Diego Unified,634320,6073,0,19,123,5,39,0,22,8,26,208
WHITMORE CHARTER HIGH,Whitmore Charter High,Ceres Unified,608130,6099,,8,27,2,101,,10,9.58,15.45,148
WHITMORE CHARTER SCHOOL OF ART & TECHNOLOGY,Whitmore Charter School of Art & Technology,Ceres Unified,608130,6099,3,25,198,6,175,5,14,19.87,21.44,426
WHITMORE CHARTER SCHOOL OF PERSONALIZED LEARNING,Whitmore Charter School of Personalized Learning,Ceres Unified,608130,6099,0,0,2,0,9,0,0,0.75,14.67,11
WHITMORE ELEMENTARY,Whitmore Elementary,Whitmore Union Elementary,642420,6089,0,0,5,0,15,0,7,2.41,11.2,27
WHITNEY (GRETCHEN) HIGH,Whitney (Gretchen) High,ABC Unified,601620,6037,4,789,137,15,42,5,19,39.8,25.4,1011
WHITNEY AVENUE ELEMENTARY,Whitney Avenue Elementary,San Juan Unified,634620,6067,2,20,118,74,139,6,24,15,25.53,383
WHITNEY HIGH,Whitney High,Rocklin Unified,600013,6061,9,252,263,37,1167,5,128,79.41,23.44,1861
WHITNEY YOUNG CONTINUATION,Whitney Young Continuation,Los Angeles Unified,622710,6037,,,17,45,3,1,,4,16.5,66
WHITTIER AREA COMMUNITY DAY,Whittier Area Community Day,Whittier City Elementary,642450,6037,0,0,5,0,0,0,0,0.6,8.33,5
WHITTIER ELEMENTARY,Whittier Elementary,NewportMesa Unified,627240,6059,,1,690,,8,,1,27.5,25.45,700
WHITTIER ELEMENTARY,Whittier Elementary,Hemet Unified,616920,6065,9,16,705,92,169,3,53,39,26.85,1047
WHITTIER ELEMENTARY,Whittier Elementary,Long Beach Unified,622500,6037,,170,754,98,9,2,37,39,27.44,1070
WHITTIER HIGH,Whittier High,Whittier Union High,642480,6037,3,16,1786,12,99,2,20,79.8,24.29,1938
WHITTIER INDEPENDENT STUDY,Whittier Independent Study,Whittier City Elementary,642450,6037,0,0,1,0,0,0,0,0.4,2.5,1
WHITTIER K12,Whittier K12,San Diego Unified,634320,6073,0,6,17,9,15,1,3,10.5,4.86,51
WICKLUND ELEMENTARY,Wicklund Elementary,Lammersville Joint Unified,601410,6077,6,241,173,63,200,2,73,34,22.29,758
WILBUR CHARTER FOR ENRICHED ACADEMICS,Wilbur Charter For Enriched Academics,Los Angeles Unified,622710,6037,,31,63,22,526,3,20,26,25.58,665
WILCOX ELEMENTARY,Wilcox Elementary,Montebello Unified,625470,6037,1,21,591,2,8,2,2,25,25.08,627
WILD ROSE SCHOOL OF CREATIVE,Wild Rose Elementary,Monrovia Unified,625320,6037,,36,361,30,53,1,3,22,22,484
WILDER'S PREPARATORY ACADEMY CHARTER,Wilder's Preparatory Academy Charter,Inglewood Unified,618390,6037,,3,59,309,,,8,18,21.06,379
WILDER'S PREPARATORY ACADEMY CHARTER MIDDLE,Wilder's Preparatory Academy Charter Middle,Inglewood Unified,618390,6037,,1,30,153,1,,3,6,31.33,188
WILDFLOWER OPEN CLASSROOM,Wildflower Open Classroom,Chico Unified,608370,6007,2,1,23,7,103,,18,8.45,18.22,154
WILDOMAR ELEMENTARY,Wildomar Elementary,Lake Elsinore Unified,600027,6065,3,13,502,11,150,2,21,28.5,24.63,702
WILDWOOD ELEMENTARY,Wildwood Elementary,Conejo Valley Unified,609640,6111,,33,66,4,283,,28,18,23,414
WILDWOOD ELEMENTARY,Wildwood Elementary,Piedmont City Unified,630330,6001,,37,32,,188,,45,13.45,22.45,302
WILDWOOD ELEMENTARY,Wildwood Elementary,YucaipaCalimesa Joint Unified,643560,6071,2,6,243,21,408,1,3,27,25.33,684
WILEY CANYON ELEMENTARY,Wiley Canyon Elementary,Newhall,627180,6037,2,23,497,6,73,,14,24.02,25.6,615
WILHELMINA HENRY ELEMENTARY,Wilhelmina Henry Elementary,Stockton Unified,638010,6077,16,21,765,18,46,1,13,25.83,34.07,880
WILKERSON ELEMENTARY,Wilkerson Elementary,El Monte City,612090,6037,,43,400,1,,,,19,23.37,444
WILL C. WOOD HIGH,Will C. Wood High,Vacaville Unified,640590,6095,11,118,602,167,635,16,97,72.45,22.72,1646
WILL C. WOOD MIDDLE,Will C. Wood Middle,Sacramento City Unified,633840,6067,2,219,299,56,28,22,19,28.7,22.47,645
WILL C. WOOD MIDDLE,Will C. Wood Middle,Alameda Unified,601770,6001,,219,86,58,98,12,37,25.67,19.87,510
WILL ROGERS CONTINUATION,Will Rogers Continuation,Los Angeles Unified,622710,6037,,5,125,3,6,,,8,17.38,139
WILL ROGERS ELEMENTARY,Will Rogers Elementary,Lynwood Unified,623160,6037,,3,701,21,2,2,1,31,23.55,730
WILL ROGERS ELEMENTARY,Will Rogers Elementary,Santa MonicaMalibu Unified,635700,6037,2,16,259,54,168,4,34,22,24.41,537
WILL ROGERS ELEMENTARY,Will Rogers Elementary,Ventura Unified,640980,6111,2,1,411,7,95,,22,22.1,24.34,538
WILL ROGERS MIDDLE,Will Rogers Middle,Lawndale Elementary,621210,6037,4,74,711,110,25,10,34,45.21,21.41,968
WILL ROGERS MIDDLE,Will Rogers Middle,San Juan Unified,634620,6067,7,35,207,68,379,5,31,29.18,25.09,732
WILLARD (FRANCES E.) ELEMENTARY,Willard (Frances E.) Elementary,Garvey Elementary,614940,6037,,208,198,2,2,,2,18,22.89,412
WILLARD ELEMENTARY,Willard Elementary,Long Beach Unified,622500,6037,3,75,491,87,29,1,43,24,30.38,729
WILLARD ELEMENTARY,Willard Elementary,Pasadena Unified,629940,6037,3,42,442,45,58,,8,24.25,24.66,598
WILLARD F. PAYNE ELEMENTARY,Willard F. Payne Elementary,Mountain View Elementary,626190,6037,1,28,479,1,,,1,21,24.29,510
WILLARD INTERMEDIATE,Willard Intermediate,Santa Ana Unified,635310,6059,2,6,788,0,5,0,1,38.01,21.1,802
WILLARD MIDDLE,Willard Middle,Berkeley Unified,604740,6001,,58,98,99,245,3,89,27.7,21.37,592
WILLIAM & MARIAN GHIDOTTI HIGH,William & Marian Ghidotti High,Nevada Joint Union High,626880,6057,1,8,13,,132,,,5.5,28,154
WILLIAM ANDERSON ELEMENTARY,William Anderson Elementary,Lawndale Elementary,621210,6037,,47,544,75,26,11,43,31,24.06,746
WILLIAM B. BIMAT ELEMENTARY,William B. Bimat Elementary,Norris Elementary,627450,6029,12,41,150,11,346,1,36,24.5,24.37,597
WILLIAM B. BRISTOW MIDDLE,William B. Bristow Middle,Brentwood Union Elementary,605910,6013,5,115,305,85,592,7,63,49.37,23.74,1172
WILLIAM BROOKS ELEMENTARY,William Brooks Elementary,Buckeye Union Elementary,606270,6017,2,52,82,1,361,1,39,21.5,25.02,538
WILLIAM BURNETT ELEMENTARY,William Burnett Elementary,Milpitas Unified,624500,6085,3,372,107,6,45,11,30,24.92,23.03,574
WILLIAM C. OVERFELT HIGH,William C. Overfelt High,East Side Union High,611820,6085,3,242,1145,33,14,10,15,69.91,20.91,1462
WILLIAM COLLIER ELEMENTARY,William Collier Elementary,Lake Elsinore Unified,600027,6065,1,12,400,9,164,1,40,26,24.12,627
WILLIAM E. FANNING ELEMENTARY,William E. Fanning Elementary,BreaOlinda Unified,605880,6059,3,115,192,4,158,1,25,19.5,25.54,498
WILLIAM FARIA ELEMENTARY,William Faria Elementary,Cupertino Union,610290,6085,1,679,,1,8,,5,26.4,26.29,694
WILLIAM FINCH,William Finch,Glenn County Office of Education,691008,6021,1,,40,,26,,2,4.3,16.05,69
WILLIAM G. JEHUE MIDDLE,William G. Jehue Middle,Rialto Unified,632370,6071,6,25,1309,68,42,6,3,52.97,27.54,1459
WILLIAM G. PADEN ELEMENTARY,William G. Paden Elementary,Alameda Unified,601770,6001,2,97,64,27,68,2,41,12,25.08,301
WILLIAM GARRISON ELEMENTARY,William Garrison Elementary,Modesto City Elementary,625130,6099,1,19,194,13,62,7,41,16.25,20.74,337
WILLIAM GREEN ELEMENTARY,William Green Elementary,Lawndale Elementary,621210,6037,1,13,598,38,56,2,27,31,23.71,735
WILLIAM H. FRAZIER ELEMENTARY,William H. Frazier Elementary,Fallbrook Union Elementary,613500,6073,,12,382,11,137,,6,22.51,24.34,548
WILLIAM HOPKINS JUNIOR HIGH,William Hopkins Junior High,Fremont Unified,614400,6001,,995,32,2,67,,23,39.54,28.3,1119
WILLIAM HOWARD TAFT ELEMENTARY,William Howard Taft Elementary,Riverside Unified,633150,6065,,9,425,48,137,7,35,27,24.48,661
WILLIAM J. (PETE) KNIGHT HIGH,William J. (Pete) Knight High,Antelope Valley Union High,602820,6037,10,47,2300,437,119,3,59,129.07,23.05,2975
WILLIAM J. JOHNSTON COMMUNITY DAY,William J. Johnston Community Day,Los Angeles Unified,622710,6037,0,1,87,35,2,3,0,10,12.8,128
WILLIAM JEFFERSON CLINTON MIDDLE,William Jefferson Clinton Middle,Los Angeles Unified,622710,6037,1,,748,47,13,,3,28.5,28.49,812
WILLIAM KASEBERG ELEMENTARY,William Kaseberg Elementary,Roseville City Elementary,633600,6061,3,21,135,4,124,,37,15.2,21.32,324
WILLIAM LAND ELEMENTARY,William Land Elementary,Sacramento City Unified,633840,6067,,196,87,23,68,2,25,16,25.06,401
WILLIAM M. METTEER ELEMENTARY,William M. Metteer Elementary,Red Bluff Union Elementary,631980,6103,16,4,213,13,212,4,12,,,474
WILLIAM MCKINLEY ELEMENTARY,William McKinley Elementary,CoronaNorco Unified,609850,6065,2,90,374,100,171,4,11,29,25.93,752
WILLIAM MCKINLEY ELEMENTARY,William McKinley Elementary,Burbank Unified,606450,6037,1,17,264,19,139,,26,17,27.41,466
WILLIAM MCKINLEY ELEMENTARY,William McKinley Elementary,Colton Joint Unified,609390,6071,,3,644,20,4,2,4,27,25.07,677
WILLIAM MENDENHALL MIDDLE,William Mendenhall Middle,Livermore Valley Joint Unified,622110,6001,,107,173,11,597,5,84,37.82,25.83,977
WILLIAM MORENO JUNIOR HIGH,William Moreno Junior High,Calexico Unified,606900,6025,,,766,2,2,,,36.2,21.27,770
WILLIAM MULHOLLAND MIDDLE,William Mulholland Middle,Los Angeles Unified,622710,6037,1,43,1107,39,71,1,7,57,22.26,1269
WILLIAM NORTHRUP ELEMENTARY,William Northrup Elementary,Alhambra Unified,600153,6037,2,266,354,2,12,2,8,29,22.28,646
WILLIAM PENN ELEMENTARY,William Penn Elementary,Bakersfield City,603630,6029,,4,220,20,36,1,12,13.03,22.49,293
WILLIAM R. ANTON ELEMENTARY,William R. Anton Elementary,Los Angeles Unified,622710,6037,,,723,,6,,1,32,22.81,730
WILLIAM R. BUCKLEY ELEMENTARY,William R. Buckley Elementary,Burton Elementary,606570,6107,3,56,353,3,149,1,2,24,23.63,567
WILLIAM R. ROUSE ROP,William R. Rouse ROP,WIlliam (R) Rouse ROP,600126,6091,0,0,0,0,0,0,0,,,0
WILLIAM REGNART ELEMENTARY,William Regnart Elementary,Cupertino Union,610290,6085,,376,18,3,56,,22,21.5,22.09,475
WILLIAM S. HART HIGH,William S. Hart High,William S. Hart Union High,642510,6037,3,117,1095,39,960,4,84,94.95,24.24,2302
WILLIAM SAROYAN ELEMENTARY,William Saroyan Elementary,Central Unified,607970,6019,1,40,425,45,173,5,19,28,25.29,708
WILLIAM SHEPPARD MIDDLE,William Sheppard Middle,Alum Rock Union Elementary,602310,6085,2,259,323,9,12,14,3,28.5,21.82,622
WILLIAM TELL AGGELER OPPORTUNITY HIGH,William Tell Aggeler Opportunity High,Los Angeles Unified,622710,6037,0,1,81,3,7,0,0,4,23,92
WILLIAM W. ORR ELEMENTARY,William W. Orr Elementary,Little Lake City Elementary,621930,6037,3,9,335,10,18,1,6,17.11,22.33,382
WILLIAM WORKMAN HIGH,William Workman High,Hacienda la Puente Unified,616325,6037,2,70,1038,17,18,,7,46.8,24.62,1152
WILLIAMS (SPENCER V.) ELEMENTARY,Williams Elementary,Downey Unified,611460,6037,,11,666,16,34,2,10,30,24.63,739
WILLIAMS EDUCATIONAL CENTER,Williams Educational Center,Glendora Unified,615270,6037,,,,,,,,,,
WILLIAMS ELEMENTARY,Williams Elementary,Bakersfield City,603630,6029,3,2,404,30,11,,5,19,23.95,455
WILLIAMS ELEMENTARY,Williams Elementary,San Jose Unified,634590,6085,,334,46,6,227,1,61,24.93,27.08,675
WILLIAMS JUNIOR/SENIOR HIGH,Williams Junior/Senior High,Williams Unified,642540,6011,1,9,517,2,19,1,,27.15,20.22,549
WILLIAMS PRIMARY ELEMENTARY,Williams Primary Elementary,Williams Unified,642540,6011,,3,443,2,30,,2,22.15,21.67,480
WILLIAMS RANCH ELEMENTARY,Williams Ranch Elementary,Penn Valley Union Elementary,601427,6057,,2,10,1,122,,14,7,21.29,149
WILLIAMS UPPER ELEMENTARY,Williams Upper Elementary,Williams Unified,642540,6011,1,3,307,,19,,3,12.51,26.62,333
WILLIAMSON ELEMENTARY,Williamson Elementary,FolsomCordova Unified,613890,6067,1,16,238,53,172,17,57,24,23.08,554
WILLIS JEPSON MIDDLE,Willis Jepson Middle,Vacaville Unified,640590,6095,9,48,336,31,419,4,48,38.62,23.17,895
